NomenclatureCode,Nomenclature,ProductGroup,ProductGroupDescription,ProductCode,ProductDescription
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291419,"Other acyclic ketones, without oxygen function,"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291421,Camphor
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291422,Cyclohexanone and methylcyclohexanones
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291423,Ionones and methylionones
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291429,"Cyclanic, cyclenic or cycloterpenic ketones wit"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291430,Aromatic ketones without oxygen function
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291441,4-Hydroxy-4-methylpentan-2-one (diacetone alcoh
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291449,Ketone-alcohols and ketone-aldehydes (excl. dia
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291450,Ketone-phenols and ketones with oxygen function
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291461,Anthraquinone
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291469,Quinones (excl. anthraquinone)
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291470,Halogenated... or nitrosated derivatives of ket
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291511,Formic acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291512,Salts of formic acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291513,Esters of formic acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291521,Acetic acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291522,Sodium acetate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291523,Cobalt acetates
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291524,Acetic anhydride
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291529,Salts of acetic acid (excl. of sodium and cobal
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291531,Ethyl acetate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291532,Vinyl acetate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291533,n-Butyl acetate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291534,Isobutyl acetate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291535,2-Ethoxyethyl acetate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291539,"Other esters of acetic acids, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291540,"Mono-, di- or trichloroacetic acids, their salt"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291550,"Propionic acid, its salts and esters"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291560,"Butyric acids, valeric acids, their salts and e"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291570,"Palmitic acid, stearic acid, their salts and es"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291590,Saturated acyclic monocarboxylic acids and thei
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291611,Acrylic acid and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291612,Esters of acrylic acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291613,Methacrylic acid and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291614,Esters of methacrylic acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291615,"Oleic, linoleic or linolenic acids, their salts"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291619,Unsaturated acyclic monocarboxylic acids and th
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291620,"Cyclanic...cycloterpenic monocarboxylic acids,"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291631,"Benzoic acid, its salts and esters"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291632,Benzoyl peroxide and benzoyl chloride
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291633,"Phenylacetic acid, its salts and esters"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291639,"Aromatic monocarboxylic acids, etc, their... de"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291711,"Oxalic acid, its salts and esters"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291712,"Adipic acid, its salts and esters"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291713,"Azelaic acid, sebacic acid, their salts and est"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291714,Maleic anhydride
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291719,"Acyclic polycarboxylic acids, etc, their... der"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291720,"Cyclanic... cycloterpenic polycarboxylic acids,"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291731,Dibutyl orthophthalates
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291732,Dioctyl orthophthalates
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291733,Dinonyl or didecyl orthophthalates
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291734,"Other esters of orthophthalic acid, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291735,Phthalic anhydride
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291736,Terephthalic acid and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291737,Dimethyl terephthalate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291739,"Aromatic polycarboxylic acids, etc, their... de"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291811,"Lactic acid, its salts and esters"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291812,Tartaric acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291813,Salts and esters of tartaric acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291814,Citric acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291815,Salts and esters of citric acid
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291816,"Gluconic acid, its salts and esters"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291817,"Phenylglycolic acid (mandelic acid), its salts"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291819,"Carboxylic acids with alcohol function, without"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291821,Salicylic acid and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291822,"O-Acetylsalicylic acid, its salts and esters"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291823,Other esters of salicylic acid and their salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291829,"Carboxylic acids with phenol function, without"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291830,"Carboxylic acids with aldehyde, ketone but with"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291890,"Carboxylic acids with oxygen function, etc, the"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,291900,"Phosphoric esters, etc (incl. lactophosphates);"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292010,Triophosphoric esters (phosphorothioates) their
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292090,Esters of other inorganic acids (excl. of hydro
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292111,"Methylamine, di- or trimethylamine and their sa"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292112,Diethylamine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292119,"Acylic monoamines and their derivatives, nes; s"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292121,Ethylenediamine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292122,Hexamethylenediamine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292129,"Acyclic polyamines and their derivatives, nes;"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292130,Cyclanic...or cycloterpenic mono- or polyamines
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292141,Aniline and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292142,Aniline derivatives and their salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292143,Toluidines and derivatives; salts thereof
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292144,Diphenylamine and its derivatives; salts thereo
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292145,"1-Naphthylamine, 2-naphthylamine and their deri"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292149,"Aromatic monoamines and their derivatives, nes;"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, et"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292159,"Aromatic polyamines and their derivatives, nes;"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292211,Monoethanolamine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292212,Diethanolamine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292213,Triethanolamine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292219,"Amino-alcohols, their ethers and esters with on"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292221,Aminohydroxynaphthalenesulphonic acids and thei
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292222,"Anisidines, dianisidines, phenetidines, and the"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292229,"Amino-naphthols and -phenols, etc... one oxygen"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292230,"Amino-aldehydes, ketones quinones, not >1 oxyge"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292241,Lysine and its esters; salts thereof
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292242,Glutamic acid and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292249,"Amino-acids and their esters, not >1 oxygen fun"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292250,Amino-alcohol/acid-phenols; amino-compounds wit
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292310,Choline and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292320,Lecithins and other phosphoaminolipids
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292390,"Quaternary ammonium salts and hydroxides, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292410,Acyclic amides (incl. acyclic carbamates) and d
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292421,Ureines and their derivatives; salts thereof
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292429,Cyclic amides (incl. carbamates) and derivative
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292511,Saccharin and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292519,Imides and their derivatives; salts thereof (ex
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292520,Imines and their derivatives; salts thereof
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292610,Acrylonitrile
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292620,1-Cyanoguanidine (dicyanidiamide)
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292690,"Nitrile-function compounds, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292700,"Diazo-, azo- or azoxy-compounds"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292800,Organic derivatives of hydrazine or of hydroxyi
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292910,Isocyanates
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,292990,"Compounds with other nitrogen function, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293010,Dithiocarbonates (xanthates)
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293020,Thiocarbamates and dithiocarbamates
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293030,"Thiuram mono-, di- or tetrasulphides"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293040,Methionine
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293090,"Other organo-sulphur compounds, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293100,Other organo-inorganic compounds
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293211,Tetrahydrofuran
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293212,2-Furaldehyde (furfuraldehyde)
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293219,Compounds containing an unfused furan ring in t
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293221,"Coumarin, methylcoumarins and ethylcoumarins"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293229,"Lactones, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293290,Heterocyclic compounds with oxygen hetero-atom(
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293311,Phenazone (antipyrin) and its derivatives
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293319,Compounds containing an unfused pyrazole ring i
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293321,Hydantoin and its derivatives
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293329,Compounds containing an unfused imidazole ring
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293331,Pyridine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293339,Compounds containing an unfused pyridine ring i
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293340,Compounds with quinoline or isoquinoline ring-s
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293351,Malonylurea (barbituric acid) and its derivativ
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293359,Compounds with pyrimidine or piperazine ring; n
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293361,Melamine
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293369,Compounds containing an unfused triazine ring i
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293371,6-Hexanelactam (epsilon-caprolactam)
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293379,Lactams (excl. epsilon-caprolactam)
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293390,Heterocyclic compounds with nitrogen hetero-ato
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293410,Compounds containing an unfused thiazole ring i
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293420,Compounds containing a benzothiazole ring-syste
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293430,Compounds containing a phenothiazine ring-syste
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293490,"Other heterocyclic compounds, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293500,Sulphonamides
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293610,"Provitamins, unmixed"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293621,"Vitamins A and their derivatives, unmixed"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293622,"Vitamin B1 and its derivatives, unmixed"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293623,"Vitamin B2 and its derivatives, unmixed"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293624,D- or DL- Pantothenic acid (Vitamin B3 or B5) a
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293625,"Vitamin B6 and its derivatives, unmixed"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293626,"Vitamin B12 and its derivatives, unmixed"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293627,"Vitamin C and its derivatives, unmixed"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293628,"Vitamin E and its derivatives, unmixed"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293629,"Other vitamins and their derivatives, unmixed,"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293690,"Other vitamines (incl. natural concentrates), n"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293710,"Pituitary (anterior) or similar hormones, and t"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293721,"Cortisone, hydrocortisone... and predisolone (d"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293722,Halogenated derivatives of adrenal cortical hor
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293729,Adrenal cortical hormones and their derivatives
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293791,Insulin and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293792,Oestrogens and progestogens
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293799,"Other hormones and derivatives, nes; other ster"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293810,Rutoside (rutin) and its derivatives
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293890,"Glycosides and their salts, ethers, esters and"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293910,Alkaloids of opium and their derivatives; salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293921,Quinine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293929,Other alkaloids of cinchona and their derivativ
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293930,Caffeine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293940,Ephedrines and their salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293950,Theophylline and aminophylline and derivatives
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293960,Alkaloids of rye ergot and their derivatives; s
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293970,Nicotine and its salts
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,293990,"Other vegetable alkaloids and their salts, etc;"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,294000,"Sugars, pure (excl. glucose, etc); sugar ethers"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,294110,Penicillins and derivatives with a penicillanic
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,294120,Streptomycins and their derivatives; salts ther
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,294130,Tetracyclines and their derivatives; salts ther
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,294140,Chloramphenicol and its derivatives; salts ther
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,294150,Erythromycin and its derivatives; salts thereof
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,294190,"Other antibiotics, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,294200,"Other organic compounds, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,300110,"Glands and other organs, dried"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,300120,Extracts of glands or other organs or of their
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,300190,"Substances of human or animal origin, for proph"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,300210,Antisera and other blood fractions
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,300220,Vaccines for human medicine
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,300231,Vaccines against foot-and-mouth disease
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,300239,Other vaccines for veterinary medicine (excl. f
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,300290,Human and animal blood; microbial cultures; tox
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310210,Urea
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310221,Ammonium sulphate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310229,Double salts and mixtures of ammonium sulphate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310230,Ammonium nitrate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310240,Mixtures of ammonium nitrate with inorganic non
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310250,Sodium nitrate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310260,Double salts and mixtures of calcium nitrate an
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310270,Calcium cyanamide
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310280,Mixtures of urea and ammonium nitrate in aqueou
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310290,"Mineral or chemical fertilizers, nitrogenous ,"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310310,Superphosphates
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310320,Basic slag
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310390,"Mineral or chemical fertilizers, phosphatic, ne"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310420,Potassium chloride
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310430,Potassium sulphate
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310490,"Mineral or chemical fertilizers, potassic, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310520,"Mineral or chemical fertilizers with nitrogen,"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310530,Diammonium hydrogenorthophosphate (diammonium p
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310540,Ammonium dihydrogenorthophosphate (monoammonium
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310551,Mineral or chemical fertilizers containing nitr
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310559,Mineral or chemical fertilizers with nitrogen a
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310560,Mineral or chemical fertilizers with phosphorus
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,310590,"Other fertilizers, nes"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320110,Quebracho extract
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320120,Wattle extract
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320130,Oak or chestnut extract
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320190,Tanning extracts of vegetable origin; tannins a
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320210,Synthetic organic tanning substances
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320290,Inorganic tanning substances; tanning preparati
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320300,"Colouring matter of vegetable or animal origin,"
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320411,Disperse dyes and preparations based thereon
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320412,Acid dyes and preparations; mordant dyes and pr
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320413,Basic dyes and preparations based thereon
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320414,Direct dyes and preparations based thereon
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320415,Vat dyes and preparations based thereon
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320416,Reactive dyes and preparations based thereon
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320417,Pigments and preparations based thereon
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320419,Synthetic organic colouring matter and preparat
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320420,Synthetic organic products used as fluorescent
H0,HS 1988/92,UNCTAD-SoP2, Intermediate goods,320490,Synthetic organic products used as luminophores
